Company,Year,Quoted Boards To Date,Quoted Boards Currently,Years On Board,Age,Education,SD of Years on Board,SD of Years in Organization,SD of Age,SD of Education,Gender,
NUSTAR ENERGY LP (Valero LP prior to 04/2007) (Quoted),Dec-07,2.4,1.6,3.9,65.2,1.2,2,2,1.5,3.4,1.2,100
OCEANEERING INTERNATIONAL INC (Quoted),Current,3,1.8,25,69,2,13,13,2.1,3.5,1.4,100
OCEANEERING INTERNATIONAL INC (Quoted),Dec-09,3,2,24,67.2,2,13,13,2.1,3.4,1.4,100
OCEANEERING INTERNATIONAL INC (Quoted),Dec-08,3,2.2,23,66.2,2,13,13,2.1,3.4,1.4,100
OCEANEERING INTERNATIONAL INC (Quoted),Dec-07,3,2.2,22,65.2,2,13,13,2.1,3.4,1.4,100
OHIO CASUALTY CORP (De-listed 08/2007) (Quoted),Aug-07,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
OHIO CASUALTY CORP (De-listed 08/2007) (Quoted),Dec-06,2.7,1.8,7,57.2,2.4,4.6,4.6,2.1,4.8,1.5,88.9
OHIO CASUALTY CORP (De-listed 08/2007) (Quoted),Dec-05,2.4,1.6,6.7,56.8,2.5,4.3,4.3,2.1,4.9,1.6,87.5
OHIO CASUALTY CORP (De-listed 08/2007) (Quoted),Dec-04,2.3,1.8,5,55.9,2.4,4.1,4.1,1.4,5.3,1.4,90
OIL STATES INTERNATIONAL INC (Quoted),Current,3.5,1.8,8.5,63.6,2,3.5,3.6,1.3,5.2,0.7,100
OIL STATES INTERNATIONAL INC (Quoted),Dec-09,3.4,2,7.4,61.9,2,3.5,3.6,1.1,5,0.7,100
OIL STATES INTERNATIONAL INC (Quoted),Dec-08,3.4,2,6.4,60.9,2,3.5,3.6,1.1,5,0.7,100
OIL STATES INTERNATIONAL INC (Quoted),Dec-07,3.4,2.1,6.3,60.1,1.9,2.9,3,1.2,5.3,0.6,100
OLIN CORP (Quoted),Current,2.1,1.3,6.7,62,2,4,4,1.1,3.6,0.7,100
OLIN CORP (Quoted),Dec-09,2.1,1.3,5.6,60,2,4,4,1.1,3.6,0.7,100
OLIN CORP (Quoted),Dec-08,2.3,1.3,5.3,59.4,2,3.8,3.8,1,3.7,0.8,100
OLIN CORP (Quoted),Dec-07,3,1.5,5.3,58.9,2.6,3.4,4,1.2,4.6,1.1,87.5
OM GROUP INC (Quoted),Current,2.8,1.6,6.4,63.6,1.6,2,2,1.7,6.4,0.8,80
OM GROUP INC (Quoted),Dec-09,2.8,2,4.9,61.7,1.5,2,2,1.7,6,0.8,83.3
OM GROUP INC (Quoted),Dec-08,2.7,1.8,3.9,60.7,1.5,2,2,1.4,6,0.8,83.3
OM GROUP INC (Quoted),Dec-07,2.5,1.7,2.9,59.7,1.5,2,2,1.1,6,0.8,83.3
PACER INTERNATIONAL INC (Quoted),Current,1.8,1.2,4.5,68.2,1.3,2.5,2.5,0.9,3.8,1.1,100
PACER INTERNATIONAL INC (Quoted),Dec-09,1.8,1.2,3.4,66.5,1.3,2.5,2.5,0.9,3.4,1.1,100
PACER INTERNATIONAL INC (Quoted),Dec-08,2,1.2,3.8,60.8,1.4,1.7,1.7,0.6,11.9,1.2,100
PACER INTERNATIONAL INC (Quoted),Dec-07,2,1.2,2.8,59.8,1.4,1.7,1.7,0.6,11.9,1.2,100
PAETEC HOLDING CORP (Quoted),Current,2.4,1.7,3.4,57.7,1.9,0.8,0.8,1.3,5.4,1.4,85.7
PAETEC HOLDING CORP (Quoted),Dec-09,2.4,1.7,2.3,55.9,1.9,0.8,0.8,1.3,5.4,1.4,85.7
PAETEC HOLDING CORP (Quoted),Dec-08,2.6,1.7,1.6,56.6,2,0.5,0.5,1.2,6.9,1.2,100
PAETEC HOLDING CORP (Quoted),Dec-07,2.5,1.7,0.8,55.5,2,0,0,1,7.5,1.3,100
PALM INC (Palmone prior to 07/2005) (De-listed 07/2010) (Quoted),Jul-10,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
PALM INC (Palmone prior to 07/2005) (De-listed 07/2010) (Quoted),May-09,4.9,2,3.4,58.1,1.9,2.8,2.8,2,5.9,0.6,100
PALM INC (Palmone prior to 07/2005) (De-listed 07/2010) (Quoted),May-08,4.9,2.3,3.1,58,1.9,2.6,2.6,2,4.4,0.6,85.7
PALM INC (Palmone prior to 07/2005) (De-listed 07/2010) (Quoted),May-07,4.9,2.6,3.8,55.6,1.7,2.6,2.6,1.8,4.2,0.5,85.7
PAYCHEX INC (Quoted),Current,3.4,1.9,14.3,59.7,2,13.4,13.4,1.8,6.9,0.5,85.7
PAYCHEX INC (Quoted),May-10,3.7,1.8,16,59,2,13,13,1.8,7.4,0.6,83.3
PAYCHEX INC (Quoted),May-09,3,1.7,16.8,59.7,2.1,12.8,12.8,1.7,8,0.6,85.7
PAYCHEX INC (Quoted),May-08,3,1.7,15.8,58.7,2.1,12.8,12.8,1.7,8,0.6,85.7
PC CONNECTION (Quoted),Current,1.6,1,12.1,66.2,2,9,11.4,0.8,10.3,0.6,80
PC CONNECTION (Quoted),Dec-09,1.6,1,11,64.2,2,9,11.4,0.8,10.3,0.6,80
PC CONNECTION (Quoted),Dec-08,1.6,1,11.4,64.2,2,7.8,10,0.8,9.5,0.6,100
PC CONNECTION (Quoted),Dec-07,1.8,1.3,9.7,65.8,2,8.5,9,0.8,9,0.7,100
PENN NATIONAL GAMING INC (Quoted),Current,4.2,2.5,12.5,63.7,1.7,5.8,5.8,5.8,14.1,0.5,83.3
PENN NATIONAL GAMING INC (Quoted),Dec-09,4,2.3,11.5,62,1.7,5.8,5.8,5.4,14.1,0.5,83.3
PENN NATIONAL GAMING INC (Quoted),Dec-08,3.8,2.3,10.5,61,1.7,5.8,5.8,5,14.1,0.5,83.3
PENN NATIONAL GAMING INC (Quoted),Dec-07,1.6,1,11.5,62.8,1.8,3.8,3.8,0.5,13.8,0.4,80
PEPSICO INC (Quoted),Current,4,2.7,8.4,62,2.3,6.5,6.5,2.3,6.9,0.9,72.7
PEPSICO INC (Quoted),Dec-09,3.9,2.6,7.3,60.4,2.3,6.5,6.5,2.4,7.1,0.9,72.7
PEPSICO INC (Quoted),Dec-08,3.9,2.5,6.9,61.1,2.2,6.4,6.4,2.1,4.7,0.9,80
PEPSICO INC (Quoted),Dec-07,3.8,2.4,7.5,60.9,2.5,6.3,6.3,2,4.7,0.7,75
PERRIGO CO (Quoted),Current,2.4,1.4,9.2,59.8,1.8,7.4,7.9,1.3,5.2,1,80
PERRIGO CO (Quoted),Jun-10,2.4,1.4,8.7,58.8,1.8,7.4,7.9,1.3,5.2,1,80
PERRIGO CO (Quoted),Jun-09,2.4,1.7,7.7,57.8,1.8,7.4,7.9,1.3,5.2,1,80
PERRIGO CO (Quoted),Jun-08,2.4,1.8,7.4,57.4,1.8,7.4,7.9,1.3,5.1,1,88.9
PFIZER INC (Quoted),Current,5.6,2.5,10,66.9,2.3,7.6,12.8,3.1,5.2,0.7,78.6
PFIZER INC (Quoted),Dec-09,5.7,2.5,9.1,66.1,2.3,7.3,12.4,3,5.3,0.7,80
PFIZER INC (Quoted),Dec-08,6,2.7,10.2,65.7,2,6.4,12,3.2,5.8,0.6,84.6
PFIZER INC (Quoted),Dec-07,5.8,2.8,9.2,64.7,2,6.4,12,3.4,5.8,0.6,84.6
PIEDMONT NATURAL GAS CO INC (Quoted),Current,1.5,1.2,10.5,63.5,2.3,8.2,9.5,1.2,5.5,1.6,72.7
PIEDMONT NATURAL GAS CO INC (Quoted),Oct-09,1.5,1.2,9.2,61.6,2.3,8.2,9.5,1.2,5.5,1.6,72.7
PIEDMONT NATURAL GAS CO INC (Quoted),Oct-08,1.5,1.3,8.2,60.6,2.3,8.2,9.5,1.2,5.5,1.6,72.7
PIEDMONT NATURAL GAS CO INC (Quoted),Oct-07,1.5,1.3,7.2,60.6,2.3,7.9,9.1,1.1,6.2,1.5,75
PLEXUS CORP (Quoted),Current,1.8,1.4,8.9,60.1,1.8,8.5,8.5,1.2,7,0.9,88.9
PLEXUS CORP (Quoted),Oct-10,1.8,1.4,8.7,59.1,1.8,8.5,8.5,1.2,7,0.9,88.9
PLEXUS CORP (Quoted),Oct-09,1.9,1.5,8.8,59.3,1.6,8.5,8.5,1.3,6.6,0.9,87.5
PLEXUS CORP (Quoted),Sep-08,1.9,1.5,7.7,58.3,1.6,8.5,8.5,1.3,6.6,0.9,87.5
PLUM CREEK TIMBER CO INC (Quoted),Current,4,2.3,7,65.4,2.3,3.5,3.5,2.8,6.5,0.7,87.5
PLUM CREEK TIMBER CO INC (Quoted),Dec-09,3.3,2,6.8,64,2.1,2.8,2.8,2.5,6.8,0.6,85.7
PLUM CREEK TIMBER CO INC (Quoted),Dec-08,3,1.8,6.2,64.6,2.1,2.9,2.9,2.4,7.7,0.6,87.5
PLUM CREEK TIMBER CO INC (Quoted),Dec-07,3,1.8,5.2,63.6,2.1,2.9,2.9,2.4,7.7,0.6,87.5
POGO PRODUCING CO (De-listed 11/2007) (Quoted),Nov-07,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
POGO PRODUCING CO (De-listed 11/2007) (Quoted),Dec-06,2.1,1.3,6.5,62.6,1.9,4,4,1.9,5.7,1,85.7
POGO PRODUCING CO (De-listed 11/2007) (Quoted),Dec-05,2.3,1.6,6.6,63,2.5,4.6,4.6,1.8,6.6,1.9,87.5
POGO PRODUCING CO (De-listed 11/2007) (Quoted),Dec-04,2.3,1.6,6.5,61.7,2.4,4.2,4.2,1.7,7,2.1,85.7
POLARIS INDUSTRIES INC (Quoted),Current,2,1.6,7.5,58.9,2.1,4.6,4.6,1.3,8,0.6,87.5
POLARIS INDUSTRIES INC (Quoted),Dec-09,1.9,1.6,8.4,58.6,2,4.8,4.8,1.4,8.1,0.5,87.5
POLARIS INDUSTRIES INC (Quoted),Dec-08,1.9,1.6,7.7,56.4,2.1,4.7,4.7,1.3,8.3,0.6,88.9
POLARIS INDUSTRIES INC (Quoted),Dec-07,1.9,1.6,6.4,56.6,2,4.8,4.8,1.4,8.1,0.5,87.5
POOL CORP (SCP Pool prior to 05/2006) (Quoted),Current,6,2.7,12.3,64.7,1.9,3.9,3.9,4.1,7.9,0.6,100
POOL CORP (SCP Pool prior to 05/2006) (Quoted),Dec-09,6,2.9,11.2,62.7,1.9,3.9,3.9,4.1,7.9,0.6,100
POOL CORP (SCP Pool prior to 05/2006) (Quoted),Dec-08,5.7,2.7,10.2,61.7,1.9,3.9,3.9,3.8,7.9,0.6,100
POOL CORP (SCP Pool prior to 05/2006) (Quoted),Dec-07,5.6,3,9.2,60.7,1.9,3.9,3.9,3.7,7.9,0.6,100
PORTLAND GENERAL ELECTRIC CO (Quoted),Current,2.6,1.6,5.6,61.2,2.4,2.7,9.8,1.9,6.6,0.8,80
PORTLAND GENERAL ELECTRIC CO (Quoted),Dec-09,2.5,1.7,4.5,59.4,2.4,2.7,9.8,1.9,6.4,0.8,80
PORTLAND GENERAL ELECTRIC CO (Quoted),Dec-08,2.5,1.5,3.2,58.1,2.3,1,1,2.1,7.1,0.8,100
PORTLAND GENERAL ELECTRIC CO (Quoted),Dec-07,2.3,1.4,2.1,55.6,2.2,1,1,2,8,0.8,88.9
POTLATCH CORP (Quoted),Current,2.9,1.8,8.5,60.6,2.3,2.3,2.3,1.7,6.4,0.7,75
POTLATCH CORP (Quoted),Dec-09,2.9,1.8,7.4,58.6,2.3,2.3,2.3,1.7,6.4,0.7,75
POTLATCH CORP (Quoted),Dec-08,2.6,1.5,6.4,57.6,2.3,2.3,2.3,1.6,6.4,0.7,75
POTLATCH CORP (Quoted),Dec-07,3.1,1.7,6.6,57.2,2.4,4.2,4.2,2.2,6.1,0.7,80
PROCTER & GAMBLE CO (Quoted),Current,5,2.7,4.9,57.9,2.3,3.8,4.1,3.9,4.2,0.8,60
PROCTER & GAMBLE CO (Quoted),Jun-10,5.1,2.8,4.9,57.8,2.2,3.6,3.9,4,4,0.8,66.7
PROCTER & GAMBLE CO (Quoted),Jun-09,4.6,3.1,7.9,61.6,2.4,5.1,5.1,1.7,5.2,0.7,80
PROCTER & GAMBLE CO (Quoted),Jun-08,4.7,3.1,6.8,59.7,2.5,4.9,4.8,1.7,5.7,0.7,72.7
PSS WORLD MEDICAL INC (Quoted),Current,3.3,2.4,8.1,65.3,1.9,5,5,1.7,4.9,1.5,85.7
PSS WORLD MEDICAL INC (Quoted),Apr-10,3.3,2.4,7.4,64.3,1.9,5,5,1.7,4.9,1.5,85.7
PSS WORLD MEDICAL INC (Quoted),Mar-09,3.1,2.3,6.3,63.3,1.9,5,5,1.5,4.9,1.5,85.7
PSS WORLD MEDICAL INC (Quoted),Mar-08,3.1,2.3,7.3,64.9,1.3,5,5,1.5,4.5,1.3,85.7
PSYCHIATRIC SOLUTIONS INC (De-listed 11/2010) (Quoted),Nov-10,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
PSYCHIATRIC SOLUTIONS INC (De-listed 11/2010) (Quoted),Dec-09,2,1,8.2,55.5,1.8,3.3,3.3,0.8,10,0.9,100
PSYCHIATRIC SOLUTIONS INC (De-listed 11/2010) (Quoted),Dec-08,2,1,7.2,54.5,1.8,3.3,3.3,0.8,10,0.9,100
PSYCHIATRIC SOLUTIONS INC (De-listed 11/2010) (Quoted),Dec-07,2,1,6.2,53.5,1.8,3.3,3.3,0.8,10,0.9,100
PUBLIC STORAGE (Public Storage Inc prior to 06/2007) (Quoted),Current,3.4,1.5,12,63.2,1.4,10.9,11.9,2.1,8.9,1,90
PUBLIC STORAGE (Public Storage Inc prior to 06/2007) (Quoted),Dec-09,3.1,1.5,14.6,64.4,1.2,9.5,9.2,2,10.3,1,90
PUBLIC STORAGE (Public Storage Inc prior to 06/2007) (Quoted),Dec-08,3,1.4,13.2,62.4,1.2,9.9,9.7,1.9,10.5,1,88.9
PUBLIC STORAGE (Public Storage Inc prior to 06/2007) (Quoted),Dec-07,3.1,1.6,14.1,64.2,1.3,8.8,8.8,1.8,9.2,0.9,100
RADIAN GROUP INC (Quoted),Current,1.6,1.1,11.9,68.2,1.3,2.7,2.7,0.7,4.2,1.2,88.9
RADIAN GROUP INC (Quoted),Dec-09,1.6,1.1,10.8,66.2,1.3,2.7,2.7,0.7,4.2,1.2,88.9
RADIAN GROUP INC (Quoted),Dec-08,1.6,1.1,9.8,65.2,1.3,2.7,2.7,0.7,4.2,1.2,88.9
RADIAN GROUP INC (Quoted),Dec-07,1.6,1.2,8.8,64.2,1.3,2.7,2.7,0.7,4.2,1.2,88.9
REGAL-BELOIT CORP (Quoted),Current,2.1,1.9,6.1,60.7,2,4.2,4.2,1.2,7.1,0.9,87.5
REGAL-BELOIT CORP (Quoted),Jan-10,2,1.7,5.9,59.7,2,3.8,3.8,1.1,7.1,0.9,85.7
REGAL-BELOIT CORP (Quoted),Dec-08,2,1.7,4.8,57.7,2,3.8,3.8,1.1,7.1,0.9,85.7
REGAL-BELOIT CORP (Quoted),Dec-07,2,1.7,3.8,56.7,2,3.8,3.8,1.1,7.1,0.9,85.7
RES-CARE INC (De-listed 12/2010) (Quoted),Dec-10,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
RES-CARE INC (De-listed 12/2010) (Quoted),Dec-09,3.5,2.3,7.5,59.5,2.5,5.2,5.2,1.7,10.6,0.9,87.5
RES-CARE INC (De-listed 12/2010) (Quoted),Dec-08,3.5,2.3,6.5,58.5,2.5,5.2,5.2,1.7,10.6,0.9,87.5
RES-CARE INC (De-listed 12/2010) (Quoted),Dec-07,3.5,2.4,5.5,57.5,2.5,5.2,5.2,1.7,10.6,0.9,87.5
RETAIL VENTURES INC (Quoted),Current,3.4,1.6,7,65.3,1.3,0.6,0.6,1.2,7,1.2,85.7
RETAIL VENTURES INC (Quoted),Jan-10,3.4,1.7,6,64.3,1.3,0.6,0.6,1.2,7,1.2,85.7
RETAIL VENTURES INC (Quoted),Jan-09,3.4,2,5,63.3,1.3,0.6,0.6,1.2,7,1.2,85.7
RETAIL VENTURES INC (Quoted),Feb-08,3.4,2,4.1,62.3,1.3,0.6,0.6,1.2,7,1.2,85.7
ROPER INDUSTRIES INC (Quoted),Current,5.6,3.1,9.7,62.1,2,5.8,5.8,1.4,6.1,0.5,100
ROPER INDUSTRIES INC (Quoted),Dec-09,5.4,3,8.6,60.3,2,5.8,5.8,1.2,6.1,0.5,100
ROPER INDUSTRIES INC (Quoted),Dec-08,5.4,3.5,8.8,60.6,1.8,6.2,6.2,1.1,6.7,0.8,100
ROPER INDUSTRIES INC (Quoted),Dec-07,5.1,3.5,9.5,61.9,1.8,5.5,7.8,1.3,6.5,0.8,100
RSC HOLDINGS INC (Quoted),Current,4.4,1.7,3.3,57.6,1.9,1.1,1.1,2.7,5.7,0.6,100
RSC HOLDINGS INC (Quoted),Dec-09,3.1,1.7,2.7,53.1,2.1,0.5,0.5,1.5,8.7,0.6,100
RSC HOLDINGS INC (Quoted),Dec-08,3.1,1.7,1.8,48.5,1.5,0.5,0.5,2.4,9.3,1.1,100
RSC HOLDINGS INC (Quoted),Dec-07,2.7,1.7,0.9,47.3,1.4,0.3,0.3,2.4,9.1,1.1,100
RUSSELL CORP (De-listed 08/2006) (Quoted),Aug-06,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
RUSSELL CORP (De-listed 08/2006) (Quoted),Dec-05,3,2.6,13.5,57.4,2,11.2,11.2,2.4,6.4,0.8,66.7
RUSSELL CORP (De-listed 08/2006) (Quoted),Jan-05,3,2.6,12.6,57.3,2,11.2,11.2,2.4,6.2,0.8,66.7
RUSSELL CORP (De-listed 08/2006) (Quoted),Jan-04,2,1.9,14.3,56.8,1.6,9.9,9.9,1.3,6.6,0.7,75
SAFEWAY INC (Quoted),Current,5.4,1.9,6.8,61.3,2.1,6.2,6.2,3.6,5.3,0.8,87.5
SAFEWAY INC (Quoted),Jan-10,4.9,2.1,7.7,61.5,1.9,7.4,7.1,3.4,5.8,1,81.8
SAFEWAY INC (Quoted),Jan-09,5.1,2.2,7.9,61.1,1.9,7,6.5,3.5,5.9,1,80
SAFEWAY INC (Quoted),Dec-07,5.4,2.4,8.6,58.9,1.9,6.7,6.7,3.6,6.7,1.2,75
SANDERSON FARMS INC (Quoted),Current,1.2,1.1,10.9,66.3,1.6,7.9,7.9,0.4,9.8,1.7,63.6
SANDERSON FARMS INC (Quoted),Oct-10,1.2,1.1,10.6,65.5,1.6,7.9,7.9,0.4,9.8,1.7,63.6
SANDERSON FARMS INC (Quoted),Oct-09,1.2,1.1,9.6,64.5,1.6,7.9,7.9,0.4,9.8,1.7,63.6
SANDERSON FARMS INC (Quoted),Oct-08,1.2,1.1,8.6,63.5,1.6,7.9,7.9,0.4,9.8,1.7,63.6
SCANSOURCE INC (Quoted),Current,2,1.5,8.2,63,2,4.8,4.8,0,2.5,0,100
SCANSOURCE INC (Quoted),Jun-10,1.8,1.4,9,65.6,1.6,5.1,5.1,0.4,7.6,0.8,100
SCANSOURCE INC (Quoted),Jun-09,1.6,1.4,8,64.6,1.6,5.1,5.1,0.5,7.6,0.8,100
SCANSOURCE INC (Quoted),Jun-08,1.5,1.3,8.9,64.3,1.5,3.8,3.8,0.5,8.3,0.9,100
SCHULMAN(A) INC (Quoted),Current,4.3,2.2,4.3,66.7,2.1,2.9,2.9,2.6,4.3,1.3,100
SCHULMAN(A) INC (Quoted),Aug-10,3.9,2.2,3.7,65,2.2,2.7,2.7,2.6,4.5,1.2,100
SCHULMAN(A) INC (Quoted),Aug-09,4,2.2,3.3,63.9,2.3,2.5,2.5,2.7,4.8,1.3,100
SCHULMAN(A) INC (Quoted),Aug-08,3.8,2,5.5,64.2,2.3,5.3,5.3,2.6,5.4,1,91.7
SCRIPPS NETWORKS INTERACTIVE INC (Quoted),Current,5.3,2.2,2.4,63.1,1.5,0.2,0.2,3.7,6.4,0.8,80
SCRIPPS NETWORKS INTERACTIVE INC (Quoted),Dec-09,5.3,2.4,1.4,61.6,1.5,0.2,0.2,3.7,6.5,0.8,80
SCRIPPS NETWORKS INTERACTIVE INC (Quoted),Dec-08,5.7,2.8,0.4,61.8,1.4,0,0,3.6,5.7,0.8,77.8
SCRIPPS(EW)CO (Quoted),Current,2.3,1.8,9,63.5,1.4,9.2,9.2,0.8,6.9,0.9,62.5
SCRIPPS(EW)CO (Quoted),Dec-09,2.3,1.8,7.9,61.6,1.4,9.2,9.2,0.8,7.1,0.9,62.5
SCRIPPS(EW)CO (Quoted),Dec-08,1.8,1.6,9.2,62.3,1.3,9.5,10.5,0.4,8.2,0.8,62.5
SCRIPPS(EW)CO (Quoted),Dec-07,3.7,2.2,11.3,60.1,1.4,6.8,7.7,3.2,7.1,0.8,83.3
SEALY CORP (Quoted),Current,3.5,2.3,5.1,55.1,2.4,5.3,5.3,2.2,8.5,0.7,87.5
SEARS HOLDINGS CORP (Quoted),Current,3.3,1.3,4.7,52.7,1.2,1.7,1.7,1.6,4.2,1.1,66.7
SEARS HOLDINGS CORP (Quoted),Current,3.1,1.3,3.5,52.4,1.3,1.7,1.7,1.6,4.2,1.1,66.7
SEARS HOLDINGS CORP (Quoted),Jan-10,3.6,1.4,3,51.6,1.6,1.7,1.7,1.6,4.3,1,71.4
SEARS HOLDINGS CORP (Quoted),Jan-09,3.8,1.7,2.5,49.8,1.5,1.1,1.1,1.3,4.4,0.9,71.4
SELECTIVE INSURANCE GROUP INC (Quoted),Current,2.1,1.3,13.2,62.4,2.2,10.5,10.5,1.6,6.4,1,81.8
SELECTIVE INSURANCE GROUP INC (Quoted),Current,2.1,1.3,12.1,60.5,2.2,10.5,10.5,1.6,6.4,1,81.8
SELECTIVE INSURANCE GROUP INC (Quoted),Dec-08,2.5,1.5,14.2,62.1,2.2,11.6,11.6,1.7,5.2,1,90.9
SELECTIVE INSURANCE GROUP INC (Quoted),Dec-07,2.6,1.5,13.8,62.5,2.1,11.1,11.1,1.7,6.5,0.9,90.9
SIEBEL SYSTEMS INC (De-listed 02/2006) (Quoted),Feb-06,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
SIEBEL SYSTEMS INC (De-listed 02/2006) (Quoted),Dec-04,3.2,2.3,5.7,59.2,2.5,4,4,0.7,5.9,0.5,100
SIEBEL SYSTEMS INC (De-listed 02/2006) (Quoted),Dec-03,4.1,2.4,6.6,58.7,2.9,3.3,3.3,2.6,5.8,1,100
SIEBEL SYSTEMS INC (De-listed 02/2006) (Quoted),Dec-02,4.3,2.3,6.6,58,2.8,2.3,2.3,2.7,6.3,1.1,100
SRA INTERNATIONAL INC (Quoted),Current,5.1,2.4,5.7,65.6,2.1,3.4,3.4,3,3,0.6,85.7
SRA INTERNATIONAL INC (Quoted),Jun-10,4.7,2.6,5,63.6,2,3.1,3.1,2.9,4,0.7,88.9
SRA INTERNATIONAL INC (Quoted),Jun-09,4.6,2.5,4.6,61.9,2,2.8,2.8,3.2,3.7,0.7,87.5
SRA INTERNATIONAL INC (Quoted),Jun-08,4.6,2.7,3.4,61.6,2.2,2.7,4,3,4,0.9,88.9
STEIN MART INC (Quoted),Current,3.3,2,8.4,63.4,1.7,6,6,1.4,5.7,1.2,77.8
STEIN MART INC (Quoted),Jan-10,3.1,1.8,7.4,62.4,1.7,6,6,1.4,5.7,1.2,77.8
STEIN MART INC (Quoted),Jan-09,3.1,1.6,7.2,60.6,1.8,5.8,5.8,1.3,5.6,1.3,75
STEIN MART INC (Quoted),Feb-08,2.9,1.8,6.1,61.3,1.5,5.7,5.7,1.3,7.1,1.4,87.5
SUBURBAN PROPANE PARTNERS L.P (Quoted),Current,5,1.8,10.3,68.2,2,5.4,5.4,2.5,12.6,0,80
SUBURBAN PROPANE PARTNERS L.P (Quoted),Sep-09,5,1.8,9,66.4,2,5.4,5.4,2.5,12.2,0,80
SUBURBAN PROPANE PARTNERS L.P (Quoted),Sep-08,4.8,1.6,8,65.4,2,5.4,5.4,2.4,12.2,0,80
SUBURBAN PROPANE PARTNERS L.P (Quoted),Sep-07,4.4,1.4,7,64.4,2,5.4,5.4,2.5,12.2,0,80
SUN HEALTHCARE GROUP INC (Quoted),Current,3.3,1.8,7,65,2.5,1.6,1.6,2.4,6.6,1.5,83.3
SUN HEALTHCARE GROUP INC (Quoted),Dec-09,2.9,1.6,5.9,62.6,2.6,1.5,1.5,2.1,6.5,1.4,85.7
SUN HEALTHCARE GROUP INC (Quoted),Dec-08,2.2,1.3,4.5,63.2,2.7,1.3,1.3,1.3,5.6,1.5,83.3
SUN HEALTHCARE GROUP INC (Quoted),Dec-07,2.7,1.4,3.9,60.6,2.6,1.5,1.5,2.1,6.5,1.4,85.7
SUNOCO INC (Quoted),Current,4.8,2.8,7.7,65.4,1.8,5.3,5.3,2.5,3.4,0.4,75
SUNOCO INC (Quoted),Dec-09,5.9,3,9.2,64.8,2.1,5.7,5.7,2.9,3.5,0.9,77.8
SUNOCO INC (Quoted),Dec-08,5.4,2.8,10.5,65.2,2.4,8.3,12.9,3,4.3,1.1,81.8
SUNOCO INC (Quoted),Dec-07,5.6,3.5,10.5,64,2.4,8.1,12.9,3,4.5,1.2,80
SUNRISE SENIOR LIVING INC (Sunrise Assisted Living prior 05/2003) (Quoted),Current,3.5,1.7,10.3,64,2,9.9,9.9,1.9,9.5,0,66.7
SUNRISE SENIOR LIVING INC (Sunrise Assisted Living prior 05/2003) (Quoted),Dec-09,3.5,2,8.3,62.3,2.3,9,9,1.7,8.2,0.7,75
SUNRISE SENIOR LIVING INC (Sunrise Assisted Living prior 05/2003) (Quoted),Dec-08,3.5,2,7.3,61.3,2.3,9,9,1.7,8.2,0.7,75
SUNRISE SENIOR LIVING INC (Sunrise Assisted Living prior 05/2003) (Quoted),Dec-07,3.7,2.1,6.7,62.1,2.1,5,5,1.7,6.6,0.8,85.7
SUPERVALU INC (Quoted),Current,4,2.2,8.7,62.7,1.8,6.9,6.9,1.5,5.7,0.8,81.8
SUPERVALU INC (Quoted),Feb-10,4.2,2.3,10.4,64.1,1.9,7.3,7.3,2.5,7.4,1,76.9
SUPERVALU INC (Quoted),Feb-09,4.2,2.4,9.4,63.1,1.9,7.3,7.3,2.6,7.4,1,76.9
SUPERVALU INC (Quoted),Feb-08,4.1,2.4,8.4,62,1.9,7.3,7.3,2.6,7.4,1,76.9
T ROWE PRICE GROUP (Quoted),Current,3.1,2.4,8.1,68.2,2.7,4.5,4.5,1,2.1,1.4,85.7
T ROWE PRICE GROUP (Quoted),Dec-09,3.3,2.5,8.3,66.7,2.7,3.5,3.5,0.9,2.5,1.5,83.3
T ROWE PRICE GROUP (Quoted),Dec-08,3.3,2.7,7.3,65.7,2.7,3.5,3.5,0.9,2.5,1.5,83.3
T ROWE PRICE GROUP (Quoted),Dec-07,3.3,2.7,6.3,64.7,2.7,3.5,3.5,0.9,2.5,1.5,83.3
TARGET CORP (Dayton Hudson prior to 01/2000) (Quoted),Current,4.7,2.6,9,56.1,1.8,5.4,5.4,2.8,6.5,0.4,60
TARGET CORP (Dayton Hudson prior to 01/2000) (Quoted),Jan-10,4.7,2.5,9.5,56.6,1.9,4.7,4.7,2.6,7.2,0.5,63.6
TARGET CORP (Dayton Hudson prior to 01/2000) (Quoted),Jan-09,4.5,2.5,8.5,55.6,1.9,4.7,4.7,2.6,7.2,0.5,63.6
TARGET CORP (Dayton Hudson prior to 01/2000) (Quoted),Feb-08,4.4,2.5,7.6,54.6,1.9,4.7,4.7,2.7,7.2,0.5,63.6
